geo,date_quarter,ddos
GE,2017.75,114
GE,2018,0
GE,2018.25,36
GE,2018.5,77
GE,2018.75,78
GE,2019,178
GE,2019.25,77
GE,2019.5,37
GE,2019.75,0
GE,2020,29
GE,2020.25,29
GE,2020.5,128
GE,2020.75,82
GE,2021,82
GE,2021.25,118
GE,2021.5,160
GE,2021.75,61
GH,2016.75,0
GH,2017,0
GH,2017.25,75
GH,2017.5,20
GH,2017.75,20
GH,2018,20
GH,2018.25,19
GH,2018.5,92
GH,2018.75,216
GH,2019,503
GH,2019.25,106
GH,2019.5,34
GH,2019.75,16
GH,2020,42
GH,2020.25,0
GH,2020.5,36
GH,2020.75,62
GH,2021,36
GH,2021.25,35
GH,2021.5,59
GH,2021.75,12
GM,2016.75,0
GM,2017,0
GM,2017.25,0
GM,2017.5,0
GM,2017.75,0
GM,2018,0
GM,2018.25,0
GM,2018.5,0
GM,2018.75,0
GM,2019,98
GM,2019.25,0
GM,2019.5,100
GM,2019.75,0
GM,2020,90
GM,2020.25,0
GM,2020.5,0
GM,2020.75,67
GM,2021,0
GM,2021.25,0
GM,2021.5,0
GM,2021.75,0
GN,2016.75,0
GN,2017,0
GN,2017.25,0
GN,2017.5,0
GN,2017.75,0
GN,2018,0
GN,2018.25,0
GN,2018.5,0
GN,2018.75,0
GN,2019,0
GN,2019.25,0
GN,2019.5,47
GN,2019.75,307
GN,2020,159
GN,2020.25,120
GN,2020.5,52
GN,2020.75,158
GN,2021,0
GN,2021.25,245
GN,2021.5,113
GN,2021.75,71
GR,2016.75,228
GR,2017,257
GR,2017.25,201
GR,2017.5,176
GR,2017.75,269
GR,2018,207
GR,2018.25,166
GR,2018.5,197
GR,2018.75,259
GR,2019,163
GR,2019.25,151
GR,2019.5,209
GR,2019.75,233
GR,2020,270
GR,2020.25,209
GR,2020.5,219
GR,2020.75,251
GR,2021,445
GR,2021.25,392
GR,2021.5,202
GR,2021.75,88
GT,2016.75,20
GT,2017,53
GT,2017.25,18
GT,2017.5,66
GT,2017.75,75
GT,2018,15
GT,2018.25,15
GT,2018.5,44
GT,2018.75,17
GT,2019,58
GT,2019.25,0
GT,2019.5,31
GT,2019.75,32
GT,2020,395
GT,2020.25,71
GT,2020.5,67
GT,2020.75,41
GT,2021,75
GT,2021.25,45
GT,2021.5,35
GT,2021.75,13
HN,2016.75,101
HN,2017,0
HN,2017.25,46
HN,2017.5,92
HN,2017.75,93
HN,2018,0
HN,2018.25,43
HN,2018.5,0
HN,2018.75,49
HN,2019,0
HN,2019.25,0
HN,2019.5,45
HN,2019.75,93
HN,2020,209
HN,2020.25,97
HN,2020.5,0
HN,2020.75,136
HN,2021,67
HN,2021.25,61
HN,2021.5,63
HN,2021.75,105
HR,2016.75,108
HR,2017,98
HR,2017.25,0
HR,2017.5,57
HR,2017.75,101
HR,2018,72
HR,2018.25,232
HR,2018.5,51
HR,2018.75,19
HR,2019,76
HR,2019.25,0
HR,2019.5,171
HR,2019.75,52
HR,2020,156
HR,2020.25,93
HR,2020.5,80
HR,2020.75,207
HR,2021,86
HR,2021.25,51
HR,2021.5,46
HR,2021.75,40
HT,2016.75,57
HT,2017,0
HT,2017.25,0
HT,2017.5,0
HT,2017.75,62
HT,2018,0
HT,2018.25,0
HT,2018.5,0
HT,2018.75,0
HT,2019,196
HT,2019.25,57
HT,2019.5,59
HT,2019.75,118
HT,2020,88
HT,2020.25,154
HT,2020.5,237
HT,2020.75,80
HT,2021,72
HT,2021.25,32
HT,2021.5,73
HT,2021.75,33
HU,2016.75,201
HU,2017,205
HU,2017.25,280
HU,2017.5,343
HU,2017.75,204
HU,2018,154
HU,2018.25,241
HU,2018.5,239
HU,2018.75,158
HU,2019,172
HU,2019.25,117
HU,2019.5,158
HU,2019.75,200
HU,2020,342
HU,2020.25,353
HU,2020.5,307
HU,2020.75,239
HU,2021,234
HU,2021.25,347
HU,2021.5,134
HU,2021.75,105
ID,2016.75,119
ID,2017,154
ID,2017.25,184
ID,2017.5,210
ID,2017.75,201
ID,2018,131
ID,2018.25,141
ID,2018.5,154
ID,2018.75,242
ID,2019,315
ID,2019.25,362
ID,2019.5,181
ID,2019.75,377
ID,2020,564
ID,2020.25,897
ID,2020.5,941
ID,2020.75,259
ID,2021,140
ID,2021.25,167
ID,2021.5,140
ID,2021.75,50
IE,2016.75,314
IE,2017,309
IE,2017.25,246
IE,2017.5,243
IE,2017.75,374
IE,2018,97
IE,2018.25,318
IE,2018.5,292
IE,2018.75,270
IE,2019,45
IE,2019.25,231
IE,2019.5,276
IE,2019.75,150
IE,2020,154
IE,2020.25,426
IE,2020.5,299
IE,2020.75,184
IE,2021,198
IE,2021.25,317
IE,2021.5,227
IE,2021.75,95
IL,2016.75,98
IL,2017,132
IL,2017.25,232
IL,2017.5,199
IL,2017.75,203
IL,2018,261
IL,2018.25,150
IL,2018.5,271
IL,2018.75,184
IL,2019,207
IL,2019.25,98
IL,2019.5,106
IL,2019.75,131
IL,2020,162
IL,2020.25,181
IL,2020.5,255
IL,2020.75,190
IL,2021,94
IL,2021.25,96
IL,2021.5,153
IL,2021.75,12
IN,2016.75,28
IN,2017,48
IN,2017.25,37
IN,2017.5,42
IN,2017.75,49
IN,2018,39
IN,2018.25,39
IN,2018.5,34
IN,2018.75,249
IN,2019,268
IN,2019.25,52
IN,2019.5,40
IN,2019.75,46
IN,2020,41
IN,2020.25,58
IN,2020.5,44
IN,2020.75,52
IN,2021,36
IN,2021.25,48
IN,2021.5,38
IN,2021.75,13
IQ,2016.75,122
IQ,2017,76
IQ,2017.25,39
IQ,2017.5,167
IQ,2017.75,193
IQ,2018,47
IQ,2018.25,50
IQ,2018.5,96
IQ,2018.75,153
IQ,2019,200
IQ,2019.25,294
IQ,2019.5,246
IQ,2019.75,239
IQ,2020,167
IQ,2020.25,115
IQ,2020.5,195
IQ,2020.75,199
IQ,2021,324
IQ,2021.25,155
IQ,2021.5,77
IQ,2021.75,117
IR,2016.75,108
IR,2017,143
IR,2017.25,194
IR,2017.5,91
IR,2017.75,175
IR,2018,124
IR,2018.25,211
IR,2018.5,193
IR,2018.75,112
IR,2019,181
IR,2019.25,321
IR,2019.5,375
IR,2019.75,334
IR,2020,441
IR,2020.25,256
IR,2020.5,489
IR,2020.75,553
IR,2021,284
IR,2021.25,116
IR,2021.5,149
IR,2021.75,31
IS,2016.75,0
IS,2017,145
IS,2017.25,108
IS,2017.5,107
IS,2017.75,94
IS,2018,42
IS,2018.25,0
IS,2018.5,87
IS,2018.75,0
IS,2019,0
IS,2019.25,45
IS,2019.5,0
IS,2019.75,85
IS,2020,78
IS,2020.25,0
IS,2020.5,0
IS,2020.75,0
IS,2021,92
IS,2021.25,0
IS,2021.5,0
IS,2021.75,0
IT,2016.75,238
IT,2017,278
IT,2017.25,310
IT,2017.5,237
IT,2017.75,206
IT,2018,236
IT,2018.25,164
IT,2018.5,170
IT,2018.75,155
IT,2019,281
IT,2019.25,242
IT,2019.5,242
IT,2019.75,609
IT,2020,353
IT,2020.25,370
IT,2020.5,284
IT,2020.75,439
IT,2021,258
IT,2021.25,292
IT,2021.5,165
IT,2021.75,66
JM,2016.75,0
JM,2017,0
JM,2017.25,0
JM,2017.5,0
JM,2017.75,65
JM,2018,0
JM,2018.25,0
JM,2018.5,63
JM,2018.75,64
JM,2019,120
JM,2019.25,0
JM,2019.5,0
JM,2019.75,56
JM,2020,52
JM,2020.25,0
JM,2020.5,150
JM,2020.75,131
JM,2021,44
JM,2021.25,44
JM,2021.5,94
JM,2021.75,0
JO,2016.75,155
JO,2017,36
JO,2017.25,39
JO,2017.5,169
JO,2017.75,45
JO,2018,245
JO,2018.25,52
JO,2018.5,98
JO,2018.75,106
JO,2019,105
JO,2019.25,57
JO,2019.5,51
JO,2019.75,0
JO,2020,234
JO,2020.25,95
JO,2020.5,240
JO,2020.75,159
JO,2021,163
JO,2021.25,173
JO,2021.5,226
JO,2021.75,92
JP,2016.75,316
JP,2017,385
JP,2017.25,409
JP,2017.5,364
JP,2017.75,407
JP,2018,273
JP,2018.25,264
JP,2018.5,306
JP,2018.75,586
JP,2019,294
JP,2019.25,309
JP,2019.5,306
JP,2019.75,292
JP,2020,272
JP,2020.25,377
JP,2020.5,373
JP,2020.75,303
JP,2021,227
JP,2021.25,384
JP,2021.5,261
JP,2021.75,111
KE,2016.75,14
KE,2017,86
KE,2017.25,31
KE,2017.5,62
KE,2017.75,0
KE,2018,0
KE,2018.25,14
KE,2018.5,26
KE,2018.75,196
KE,2019,540
KE,2019.25,127
KE,2019.5,73
KE,2019.75,98
KE,2020,50
KE,2020.25,25
KE,2020.5,82
KE,2020.75,45
KE,2021,33
KE,2021.25,61
KE,2021.5,65
KE,2021.75,32
KG,2016.75,0
KG,2017,0
KG,2017.25,100
KG,2017.5,0
KG,2017.75,0
KG,2018,121
KG,2018.25,77
KG,2018.5,0
KG,2018.75,137
KG,2019,0
KG,2019.25,69
KG,2019.5,146
KG,2019.75,0
KG,2020,0
KG,2020.25,0
KG,2020.5,52
KG,2020.75,0
KG,2021,0
KG,2021.25,53
KG,2021.5,132
KG,2021.75,0
KH,2016.75,0
KH,2017,65
KH,2017.25,134
KH,2017.5,35
KH,2017.75,217
KH,2018,30
KH,2018.25,60
KH,2018.5,29
KH,2018.75,268
KH,2019,480
KH,2019.25,348
KH,2019.5,132
KH,2019.75,25
KH,2020,75
KH,2020.25,103
KH,2020.5,116
KH,2020.75,113
KH,2021,129
KH,2021.25,159
KH,2021.5,81
KH,2021.75,0
KR,2016.75,320
KR,2017,363
KR,2017.25,531
KR,2017.5,328
KR,2017.75,335
KR,2018,320
KR,2018.25,235
KR,2018.5,272
KR,2018.75,210
KR,2019,302
KR,2019.25,457
KR,2019.5,457
KR,2019.75,447
KR,2020,441
KR,2020.25,415
KR,2020.5,322
KR,2020.75,419
KR,2021,285
KR,2021.25,311
KR,2021.5,195
KR,2021.75,100
KW,2016.75,52
KW,2017,147
KW,2017.25,99
KW,2017.5,51
KW,2017.75,0
KW,2018,145
KW,2018.25,45
KW,2018.5,248
KW,2018.75,95
KW,2019,190
KW,2019.25,228
KW,2019.5,141
KW,2019.75,134
KW,2020,0
KW,2020.25,211
KW,2020.5,258
KW,2020.75,41
KW,2021,46
KW,2021.25,137
KW,2021.5,151
KW,2021.75,0
KZ,2016.75,222
KZ,2017,181
KZ,2017.25,128
KZ,2017.5,84
KZ,2017.75,290
KZ,2018,204
KZ,2018.25,179
KZ,2018.5,182
KZ,2018.75,168
KZ,2019,405
KZ,2019.25,153
KZ,2019.5,145
KZ,2019.75,124
KZ,2020,83
KZ,2020.25,109
KZ,2020.5,172
KZ,2020.75,229
KZ,2021,126
KZ,2021.25,113
KZ,2021.5,121
KZ,2021.75,0
LA,2016.75,0
LA,2017,48
LA,2017.25,51
LA,2017.5,0
LA,2017.75,60
LA,2018,0
LA,2018.25,49
LA,2018.5,0
LA,2018.75,48
LA,2019,145
LA,2019.25,229
LA,2019.5,159
LA,2019.75,134
LA,2020,241
LA,2020.25,321
LA,2020.5,96
LA,2020.75,194
LA,2021,247
LA,2021.25,61
LA,2021.5,28
LA,2021.75,0
LB,2016.75,98
LB,2017,43
LB,2017.25,52
LB,2017.5,199
LB,2017.75,98
LB,2018,92
LB,2018.25,41
LB,2018.5,47
LB,2018.75,92
LB,2019,218
LB,2019.25,234
LB,2019.5,139
LB,2019.75,88
LB,2020,119
LB,2020.25,125
LB,2020.5,130
LB,2020.75,118
LB,2021,110
LB,2021.25,0
LB,2021.5,0
LB,2021.75,0
LI,2016.75,0
LI,2017,85
LI,2017.25,94
LI,2017.5,0
LI,2017.75,0
LI,2018,0
LI,2018.25,0
LI,2018.5,0
LI,2018.75,100
LI,2019,0
LI,2019.25,0
LI,2019.5,0
LI,2019.75,0
LI,2020,0
LI,2020.25,83
LI,2020.5,73
LI,2020.75,0
LI,2021,0
LI,2021.25,0
LI,2021.5,0
LI,2021.75,0
LK,2016.75,106
LK,2017,101
LK,2017.25,145
LK,2017.5,324
LK,2017.75,34
LK,2018,170
LK,2018.25,77
LK,2018.5,70
LK,2018.75,139
LK,2019,209
LK,2019.25,239
LK,2019.5,204
LK,2019.75,102
LK,2020,31
LK,2020.25,368
LK,2020.5,94
LK,2020.75,149
LK,2021,31
LK,2021.25,112
LK,2021.5,209
LK,2021.75,31
LR,2016.75,100
LR,2017,0
LR,2017.25,0
LR,2017.5,0
LR,2017.75,0
LR,2018,0
LR,2018.25,0
LR,2018.5,0
LR,2018.75,0
LR,2019,0
LR,2019.25,0
LR,2019.5,0
LR,2019.75,0
LR,2020,0
LR,2020.25,0
LR,2020.5,0
LR,2020.75,0
LR,2021,0
LR,2021.25,0
LR,2021.5,0
LR,2021.75,0
LT,2016.75,169
LT,2017,254
LT,2017.25,137
LT,2017.5,113
LT,2017.75,131
LT,2018,238
LT,2018.25,130
LT,2018.5,166
LT,2018.75,94
LT,2019,153
LT,2019.25,190
LT,2019.5,59
LT,2019.75,226
LT,2020,199
LT,2020.25,267
LT,2020.5,131
LT,2020.75,225
LT,2021,165
LT,2021.25,237
LT,2021.5,120
LT,2021.75,30
LU,2016.75,51
LU,2017,47
LU,2017.25,150
LU,2017.5,103
LU,2017.75,45
LU,2018,0
LU,2018.25,92
LU,2018.5,86
LU,2018.75,0
LU,2019,41
LU,2019.25,0
LU,2019.5,0
LU,2019.75,0
LU,2020,72
LU,2020.25,77
LU,2020.5,81
LU,2020.75,39
LU,2021,0
LU,2021.25,37
LU,2021.5,47
LU,2021.75,80
LV,2016.75,236
LV,2017,45
LV,2017.25,96
LV,2017.5,88
LV,2017.75,0
LV,2018,281
LV,2018.25,0
LV,2018.5,171
LV,2018.75,127
LV,2019,0
LV,2019.25,81
LV,2019.5,119
LV,2019.75,186
LV,2020,0
LV,2020.25,171
LV,2020.5,148
LV,2020.75,221
LV,2021,137
LV,2021.25,117
LV,2021.5,163
LV,2021.75,42
LY,2016.75,0
LY,2017,0
LY,2017.25,0
LY,2017.5,0
LY,2017.75,144
LY,2018,0
LY,2018.25,0
LY,2018.5,0
LY,2018.75,46
LY,2019,134
LY,2019.25,0
LY,2019.5,332
LY,2019.75,377
LY,2020,162
LY,2020.25,37
LY,2020.5,39
LY,2020.75,70
LY,2021,163
LY,2021.25,164
LY,2021.5,126
LY,2021.75,30
MA,2016.75,41
MA,2017,60
MA,2017.25,69
MA,2017.5,102
MA,2017.75,55
MA,2018,65
MA,2018.25,35
MA,2018.5,102
MA,2018.75,68
MA,2019,101
MA,2019.25,70
MA,2019.5,104
MA,2019.75,181
MA,2020,230
MA,2020.25,134
MA,2020.5,346
MA,2020.75,146
MA,2021,129
MA,2021.25,302
MA,2021.5,435
MA,2021.75,102
MD,2016.75,67
MD,2017,0
MD,2017.25,228
MD,2017.5,162
MD,2017.75,68
MD,2018,121
MD,2018.25,0
MD,2018.5,71
MD,2018.75,63
MD,2019,121
MD,2019.25,66
MD,2019.5,72
MD,2019.75,0
MD,2020,106
MD,2020.25,52
MD,2020.5,167
MD,2020.75,250
MD,2021,97
MD,2021.25,51
MD,2021.5,115
MD,2021.75,115
ME,2016.75,95
ME,2017,0
ME,2017.25,100
ME,2017.5,0
ME,2017.75,96
ME,2018,0
ME,2018.25,0
ME,2018.5,0
ME,2018.75,96
ME,2019,181
ME,2019.25,83
ME,2019.5,0
ME,2019.75,79
ME,2020,135
ME,2020.25,0
ME,2020.5,0
ME,2020.75,0
ME,2021,80
ME,2021.25,0
ME,2021.5,0
ME,2021.75,0
MG,2016.75,0
MG,2017,34
MG,2017.25,35
MG,2017.5,0
MG,2017.75,0
MG,2018,0
MG,2018.25,0
MG,2018.5,0
MG,2018.75,0
MG,2019,0
MG,2019.25,337
MG,2019.5,256
MG,2019.75,378
MG,2020,283
MG,2020.25,194
MG,2020.5,46
MG,2020.75,169
MG,2021,0
MG,2021.25,40
MG,2021.5,121
MG,2021.75,34
MK,2016.75,54
MK,2017,55
MK,2017.25,118
MK,2017.5,0
MK,2017.75,0
MK,2018,0
MK,2018.25,0
MK,2018.5,0
MK,2018.75,53
MK,2019,50
MK,2019.25,106
MK,2019.5,54
MK,2019.75,193
MK,2020,127
MK,2020.25,164
MK,2020.5,398
MK,2020.75,242
MK,2021,117
MK,2021.25,43
MK,2021.5,0
MK,2021.75,0
ML,2016.75,0
ML,2017,0
ML,2017.25,0
ML,2017.5,27
ML,2017.75,0
ML,2018,0
ML,2018.25,0
ML,2018.5,0
ML,2018.75,47
ML,2019,109
ML,2019.25,95
ML,2019.5,24
ML,2019.75,197
ML,2020,371
ML,2020.25,111
ML,2020.5,92
ML,2020.75,17
ML,2021,31
ML,2021.25,16
ML,2021.5,58
ML,2021.75,15
MM,2016.75,0
MM,2017,18
MM,2017.25,38
MM,2017.5,108
MM,2017.75,0
MM,2018,56
MM,2018.25,41
MM,2018.5,84
MM,2018.75,338
MM,2019,458
MM,2019.25,275
MM,2019.5,54
MM,2019.75,55
MM,2020,13
MM,2020.25,52
MM,2020.5,30
MM,2020.75,22
MM,2021,79
MM,2021.25,59
MM,2021.5,65
MM,2021.75,13
MN,2016.75,59
MN,2017,56
MN,2017.25,0
MN,2017.5,72
MN,2017.75,64
MN,2018,0
MN,2018.25,131
MN,2018.5,0
MN,2018.75,0
MN,2019,0
MN,2019.25,0
MN,2019.5,0
MN,2019.75,0
MN,2020,151
MN,2020.25,209
MN,2020.5,49
MN,2020.75,51
MN,2021,0
MN,2021.25,42
MN,2021.5,126
MN,2021.75,0
MR,2016.75,0
MR,2017,0
MR,2017.25,0
MR,2017.5,0
MR,2017.75,0
MR,2018,0
MR,2018.25,0
MR,2018.5,0
MR,2018.75,0
MR,2019,0
MR,2019.25,0
MR,2019.5,100
MR,2019.75,0
MR,2020,172
MR,2020.25,94
MR,2020.5,0
MR,2020.75,79
MR,2021,0
MR,2021.25,67
MR,2021.5,0
MR,2021.75,0
MT,2016.75,67
MT,2017,126
MT,2017.25,68
MT,2017.5,71
MT,2017.75,61
MT,2018,61
MT,2018.25,231
MT,2018.5,58
MT,2018.75,0
MT,2019,126
MT,2019.25,0
MT,2019.5,197
MT,2019.75,94
MT,2020,191
MT,2020.25,0
MT,2020.5,85
MT,2020.75,0
MT,2021,185
MT,2021.25,0
MT,2021.5,0
MT,2021.75,96
MU,2016.75,0
MU,2017,0
MU,2017.25,0
MU,2017.5,56
MU,2017.75,111
MU,2018,49
MU,2018.25,55
MU,2018.5,154
MU,2018.75,53
MU,2019,50
MU,2019.25,150
MU,2019.5,100
MU,2019.75,49
MU,2020,126
MU,2020.25,85
MU,2020.5,0
MU,2020.75,49
MU,2021,0
MU,2021.25,43
MU,2021.5,181
MU,2021.75,98
MV,2016.75,0
MV,2017,117
MV,2017.25,0
MV,2017.5,0
MV,2017.75,0
MV,2018,18
MV,2018.25,18
MV,2018.5,18
MV,2018.75,40
MV,2019,53
MV,2019.25,0
MV,2019.5,0
MV,2019.75,17
MV,2020,0
MV,2020.25,18
MV,2020.5,0
MV,2020.75,0
MV,2021,0
MV,2021.25,0
MV,2021.5,0
MV,2021.75,0
MX,2016.75,17
MX,2017,17
MX,2017.25,17
MX,2017.5,19
MX,2017.75,15
MX,2018,18
MX,2018.25,18
MX,2018.5,
MX,2018.75,13
MX,2019,
MX,2019.25,
MX,2019.5,
MX,2019.75,
MX,2020,945
MX,2020.25,269
MX,2020.5,132
MX,2020.75,110
MX,2021,67
MX,2021.25,64
MX,2021.5,60
MX,2021.75,19
MY,2016.75,263
MY,2017,567
MY,2017.25,285
MY,2017.5,446
MY,2017.75,435
MY,2018,391
MY,2018.25,297
MY,2018.5,471
MY,2018.75,187
MY,2019,449
MY,2019.25,545
MY,2019.5,370
MY,2019.75,383
MY,2020,547
MY,2020.25,356
MY,2020.5,492
MY,2020.75,404
MY,2021,321
MY,2021.25,447
MY,2021.5,437
MY,2021.75,155
MZ,2016.75,166
MZ,2017,94
MZ,2017.25,0
MZ,2017.5,0
MZ,2017.75,0
MZ,2018,0
MZ,2018.25,48
MZ,2018.5,0
MZ,2018.75,130
MZ,2019,151
MZ,2019.25,0
MZ,2019.5,0
MZ,2019.75,108
MZ,2020,0
MZ,2020.25,99
MZ,2020.5,0
MZ,2020.75,0
MZ,2021,0
MZ,2021.25,0
MZ,2021.5,99
MZ,2021.75,0
